Scenario,Setpoint_g,TrialNo,LogPath,Column,LogValue,DatasetValue,AbsoluteDifference,Tolerance,Status,Notes
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,AbsError_pct,0.6666666666666643,0.65,0.016666666666664276,0.01,MISMATCH,Outside tolerance
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,MaxOvershoot_pct,0.0,0.6,0.6,0.01,MISMATCH,Outside tolerance
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,Duration_s,16.657,16.66,0.0030000000000001137,0.01,MATCH,Within tolerance
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,RiseTime_10_90_s,12.653,12.653,0.0,0.01,MATCH,Within tolerance
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,SettlingTime_s,14.679,14.679,0.0,0.01,MATCH,Within tolerance
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,15.0,10,data/pengujian_final/log_160_trial/gs_pid/SP15/GSPID_SSP15_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,FinalMass_g,20.55,20.55,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,FinalError_g,0.5500000000000007,0.55,6.661338147750939e-16,0.01,MATCH,Within tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,AbsError_pct,2.7500000000000036,2.74,0.01000000000000334,0.01,MISMATCH,Outside tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,MaxOvershoot_pct,0.0,2.74,2.74,0.01,MISMATCH,Outside tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,Duration_s,20.536,20.54,0.003999999999997783,0.01,MATCH,Within tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,RiseTime_10_90_s,12.397,12.397,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,SettlingTime_s,14.94,14.94,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,1,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,FinalMass_g,20.93,20.93,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,FinalError_g,0.9299999999999997,0.93,3.3306690738754696e-16,0.01,MATCH,Within tolerance
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,AbsError_pct,4.649999999999999,4.65,1.7763568394002505e-15,0.01,MATCH,Within tolerance
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,MaxOvershoot_pct,0.0,4.65,4.65,0.01,MISMATCH,Outside tolerance
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,Duration_s,9.167,9.17,0.0030000000000001137,0.01,MATCH,Within tolerance
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,RiseTime_10_90_s,6.712,6.712,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,SettlingTime_s,,7.705,,0.01,MISMATCH,One is NaN
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,2,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,FinalMass_g,22.1,22.1,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,FinalError_g,2.1000000000000014,2.1,1.3322676295501878e-15,0.01,MATCH,Within tolerance
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,AbsError_pct,10.500000000000007,10.49,0.010000000000006892,0.01,MISMATCH,Outside tolerance
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,MaxOvershoot_pct,0.0,10.49,10.49,0.01,MISMATCH,Outside tolerance
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,Duration_s,21.301,21.3,0.0009999999999976694,0.01,MATCH,Within tolerance
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,RiseTime_10_90_s,,19.105,,0.01,MISMATCH,One is NaN
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
GS PID,20.0,3,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,FinalMass_g,20.44,20.44,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,FinalError_g,0.4400000000000013,0.44,1.27675647831893e-15,0.01,MATCH,Within tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,AbsError_pct,2.2000000000000064,2.18,0.020000000000006235,0.01,MISMATCH,Outside tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,MaxOvershoot_pct,0.0,2.18,2.18,0.01,MISMATCH,Outside tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,Duration_s,20.525,20.52,0.004999999999999005,0.01,MATCH,Within tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,RiseTime_10_90_s,16.522,16.522,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,SettlingTime_s,18.547,18.547,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,4,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,FinalMass_g,21.22,21.22,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,FinalError_g,1.2199999999999989,1.22,1.1102230246251565e-15,0.01,MATCH,Within tolerance
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,AbsError_pct,6.099999999999994,6.09,0.009999999999994458,0.01,MATCH,Within tolerance
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,MaxOvershoot_pct,0.0,6.09,6.09,0.01,MISMATCH,Outside tolerance
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,Duration_s,20.789,20.79,0.0009999999999976694,0.01,MATCH,Within tolerance
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,RiseTime_10_90_s,17.043,17.043,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
GS PID,20.0,5,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,FinalMass_g,19.59,19.59,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,FinalError_g,-0.41000000000000014,-0.41,1.6653345369377348e-16,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,AbsError_pct,2.0500000000000007,2.05,8.881784197001252e-16,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,Duration_s,18.983,18.98,0.0030000000000001137,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,RiseTime_10_90_s,16.27,16.27,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,SettlingTime_s,17.262,17.262,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,6,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,FinalMass_g,19.87,19.87,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,FinalError_g,-0.129999999999999,-0.13,9.992007221626409e-16,0.01,MATCH,Within tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,AbsError_pct,0.649999999999995,0.67,0.020000000000005014,0.01,MISMATCH,Outside tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,Duration_s,20.791,20.79,0.0010000000000012221,0.01,MATCH,Within tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,RiseTime_10_90_s,8.264,8.264,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,SettlingTime_s,17.004,17.004,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,7,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,FinalMass_g,20.92,20.92,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,FinalError_g,0.9200000000000017,0.92,1.6653345369377348e-15,0.01,MATCH,Within tolerance
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,AbsError_pct,4.6000000000000085,4.58,0.020000000000008455,0.01,MISMATCH,Outside tolerance
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,MaxOvershoot_pct,0.0,4.58,4.58,0.01,MISMATCH,Outside tolerance
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,Duration_s,12.009,12.01,0.0009999999999994458,0.01,MATCH,Within tolerance
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,RiseTime_10_90_s,,9.813,,0.01,MISMATCH,One is NaN
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,SettlingTime_s,,10.547,,0.01,MISMATCH,One is NaN
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,8,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,FinalMass_g,19.46,19.46,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,FinalError_g,-0.5399999999999991,-0.54,8.881784197001252e-16,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,AbsError_pct,2.6999999999999957,2.7,4.440892098500626e-15,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,Duration_s,14.593,14.59,0.0030000000000001137,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,RiseTime_10_90_s,11.621,11.621,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,SettlingTime_s,12.872,12.872,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,9,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,FinalMass_g,19.78,19.78,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,FinalError_g,-0.21999999999999886,-0.22,1.1379786002407855e-15,0.01,MATCH,Within tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,AbsError_pct,1.0999999999999943,1.11,0.010000000000005782,0.01,MISMATCH,Outside tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,Duration_s,25.182,25.18,0.0019999999999988916,0.01,MATCH,Within tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,RiseTime_10_90_s,18.337,18.337,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,SettlingTime_s,23.461,23.461,0.0,0.01,MATCH,Within tolerance
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,20.0,10,data/pengujian_final/log_160_trial/gs_pid/SP20/GS_PID_SP20_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,FinalMass_g,25.84,25.84,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,FinalError_g,0.8399999999999999,0.84,1.1102230246251565e-16,0.01,MATCH,Within tolerance
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,AbsError_pct,3.359999999999999,3.36,8.881784197001252e-16,0.01,MATCH,Within tolerance
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,MaxOvershoot_pct,0.0,3.36,3.36,0.01,MISMATCH,Outside tolerance
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,Duration_s,15.109,15.11,0.0009999999999994458,0.01,MATCH,Within tolerance
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,RiseTime_10_90_s,12.654,12.654,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,SettlingTime_s,,13.647,,0.01,MISMATCH,One is NaN
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,25.0,1,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,FinalMass_g,25.5,25.5,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,FinalError_g,0.5,0.5,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,AbsError_pct,2.0,2.01,0.009999999999999787,0.01,MATCH,Within tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,MaxOvershoot_pct,0.0,2.01,2.01,0.01,MISMATCH,Outside tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,Duration_s,18.467,18.47,0.0030000000000001137,0.01,MATCH,Within tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,RiseTime_10_90_s,11.622,11.622,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,SettlingTime_s,15.196,15.196,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,25.0,2,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,FinalMass_g,26.84,26.84,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,FinalError_g,1.8399999999999999,1.84,2.220446049250313e-16,0.01,MATCH,Within tolerance
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,AbsError_pct,7.359999999999999,7.37,0.010000000000000675,0.01,MISMATCH,Outside tolerance
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,MaxOvershoot_pct,0.0,7.37,7.37,0.01,MISMATCH,Outside tolerance
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,Duration_s,10.461,10.46,0.0009999999999994458,0.01,MATCH,Within tolerance
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,RiseTime_10_90_s,6.198,6.198,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,SettlingTime_s,8.74,,,0.01,MISMATCH,One is NaN
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
GS PID,25.0,3,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,FinalMass_g,25.02,25.02,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,FinalError_g,0.019999999999999574,0.02,4.2674197509029455e-16,0.01,MATCH,Within tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,AbsError_pct,0.0799999999999983,0.08,1.7069679003611782e-15,0.01,MATCH,Within tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,MaxOvershoot_pct,0.0,0.08,0.08,0.01,MISMATCH,Outside tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,Duration_s,39.389,39.39,0.0009999999999976694,0.01,MATCH,Within tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,RiseTime_10_90_s,24.795,24.795,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,SettlingTime_s,31.727,31.727,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
GS PID,25.0,4,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
GS PID,25.0,5,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial05.txt,FinalMass_g,24.14,24.14,0.0,0.01,MATCH,Within tolerance
GS PID,25.0,5,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial05.txt,FinalError_g,-0.8599999999999994,-0.86,5.551115123125783e-16,0.01,MATCH,Within tolerance
GS PID,25.0,5,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial05.txt,AbsError_pct,3.4399999999999977,3.44,2.220446049250313e-15,0.01,MATCH,Within tolerance
GS PID,25.0,5,data/pengujian_final/log_160_trial/gs_pid/SP25/GS_PID_SP25_trial05.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
