Scenario,Setpoint_g,TrialNo,LogPath,Column,LogValue,DatasetValue,AbsoluteDifference,Tolerance,Status,Notes
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,FinalError_g,5.48,5.48,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,AbsError_pct,36.53333333333333,36.52,0.013333333333328312,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,MaxOvershoot_pct,0.0,36.52,36.52,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,Duration_s,5.123,5.12,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,RiseTime_10_90_s,,4.389,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,FinalMass_g,22.17,22.17,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,FinalError_g,7.170000000000002,7.17,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,AbsError_pct,47.80000000000001,47.83,0.029999999999986926,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,MaxOvershoot_pct,0.0,47.83,47.83,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,Duration_s,17.258,17.26,0.0020000000000024443,0.01,MATCH,Within tolerance
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,RiseTime_10_90_s,,16.525,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,BridgingCount,2,2,,EXACT,MATCH,Exact match
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,FinalMass_g,16.1,16.1,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,FinalError_g,1.1000000000000014,1.1,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,AbsError_pct,7.333333333333343,7.33,0.003333333333342736,0.01,MATCH,Within tolerance
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,MaxOvershoot_pct,0.0,7.33,7.33,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,Duration_s,1.25,1.25,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,RiseTime_10_90_s,,0.517,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,FinalMass_g,23.61,23.61,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,FinalError_g,8.61,8.61,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,AbsError_pct,57.4,57.4,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,MaxOvershoot_pct,0.0,57.4,57.4,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,Duration_s,8.997,9.0,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,RiseTime_10_90_s,,6.455,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,FinalMass_g,14.92,14.92,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,FinalError_g,-0.08000000000000007,-0.08,6.938893903907228e-17,0.01,MATCH,Within tolerance
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,AbsError_pct,0.5333333333333339,0.52,0.013333333333333863,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,MaxOvershoot_pct,0.0,2.4,2.4,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,Duration_s,3.057,3.06,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,RiseTime_10_90_s,,2.325,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,SettlingTime_s,,2.8,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial08.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,FinalMass_g,18.01,18.01,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,FinalError_g,3.0100000000000016,3.01,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,AbsError_pct,20.066666666666677,20.05,0.016666666666676377,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,MaxOvershoot_pct,0.0,20.05,20.05,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,Duration_s,3.057,3.06,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,RiseTime_10_90_s,,2.324,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial09.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,FinalMass_g,21.43,21.43,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,FinalError_g,6.43,6.43,0.0,0.01,MATCH,Within tolerance
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,AbsError_pct,42.86666666666667,42.86,0.006666666666667709,0.01,MATCH,Within tolerance
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,MaxOvershoot_pct,0.0,42.86,42.86,0.01,MISMATCH,Outside tolerance
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,Duration_s,11.579,11.58,0.0009999999999994458,0.01,MATCH,Within tolerance
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,RiseTime_10_90_s,,10.846,,0.01,MISMATCH,One is NaN
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,data/pengujian_final/log_160_trial/manual_cepat/SP15/ManualCepat_SP15_trial10.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,FinalMass_g,22.92,22.92,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,FinalError_g,2.9200000000000017,2.92,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,AbsError_pct,14.600000000000007,14.6,7.105427357601002e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,MaxOvershoot_pct,0.0,14.6,14.6,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,Duration_s,11.062,11.06,0.0019999999999988916,0.01,MATCH,Within tolerance
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,RiseTime_10_90_s,,8.521,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial01.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,FinalMass_g,23.1,23.1,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,FinalError_g,3.1000000000000014,3.1,1.3322676295501878e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,AbsError_pct,15.500000000000009,15.52,0.019999999999990692,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,MaxOvershoot_pct,0.0,15.52,15.52,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,Duration_s,4.865,4.87,0.004999999999999893,0.01,MATCH,Within tolerance
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,RiseTime_10_90_s,,2.841,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial02.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,FinalMass_g,19.81,19.81,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,FinalError_g,-0.19000000000000128,-0.19,1.27675647831893e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,AbsError_pct,0.9500000000000064,0.93,0.020000000000006346,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,MaxOvershoot_pct,0.0,0.0,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,Duration_s,11.582,11.58,0.002000000000000668,0.01,MATCH,Within tolerance
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,RiseTime_10_90_s,,8.782,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,SettlingTime_s,,11.324,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial03.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,FinalMass_g,20.59,20.59,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,FinalError_g,0.5899999999999999,0.59,1.1102230246251565e-16,0.01,MATCH,Within tolerance
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,AbsError_pct,2.9499999999999993,2.96,0.010000000000000675,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,MaxOvershoot_pct,0.0,2.96,2.96,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,Duration_s,17.78,17.78,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,RiseTime_10_90_s,,16.788,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,SettlingTime_s,,17.522,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial04.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,FinalMass_g,22.21,22.21,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,FinalError_g,2.210000000000001,2.21,8.881784197001252e-16,0.01,MATCH,Within tolerance
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,AbsError_pct,11.050000000000004,11.04,0.010000000000005116,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,MaxOvershoot_pct,0.0,11.04,11.04,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,Duration_s,13.131,13.13,0.0009999999999994458,0.01,MATCH,Within tolerance
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,RiseTime_10_90_s,,10.589,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,WithinTolerance,False,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial05.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,FinalMass_g,20.71,20.71,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,FinalError_g,0.7100000000000009,0.71,8.881784197001252e-16,0.01,MATCH,Within tolerance
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,AbsError_pct,3.5500000000000047,3.56,0.009999999999995346,0.01,MATCH,Within tolerance
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,MaxOvershoot_pct,0.0,3.56,3.56,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,Duration_s,5.383,5.38,0.0030000000000001137,0.01,MATCH,Within tolerance
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,RiseTime_10_90_s,,4.391,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,SettlingTime_s,,5.125,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial06.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,FinalMass_g,20.74,20.74,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,FinalError_g,0.7399999999999984,0.74,1.5543122344752192e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,AbsError_pct,3.699999999999992,3.69,0.009999999999992237,0.01,MATCH,Within tolerance
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,MaxOvershoot_pct,0.0,3.69,3.69,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,Duration_s,4.866,4.87,0.004000000000000448,0.01,MATCH,Within tolerance
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,RiseTime_10_90_s,,4.132,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,SettlingTime_s,,4.608,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,WithinTolerance,True,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial07.txt,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,FinalMass_g,23.26,23.26,0.0,0.01,MATCH,Within tolerance
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,FinalError_g,3.2600000000000016,3.26,1.7763568394002505e-15,0.01,MATCH,Within tolerance
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,AbsError_pct,16.300000000000008,16.29,0.010000000000008669,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,MaxOvershoot_pct,0.0,16.29,16.29,0.01,MISMATCH,Outside tolerance
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,Duration_s,11.324,11.32,0.0039999999999995595,0.01,MATCH,Within tolerance
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,RiseTime_10_90_s,,10.332,,0.01,MISMATCH,One is NaN
Manual Cepat,20.0,8,data/pengujian_final/log_160_trial/manual_cepat/SP20/ManualCepat_SP20_trial08.txt,SettlingTime_s,,,0.0,0.01,MATCH,Both NaN
