Scenario,Setpoint_g,TrialNo,Column,RegeneratedValue,CanonicalValue,AbsoluteDifference,Tolerance,Status,Notes
Manual Cepat,15.0,5,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,TrialNo,6,6,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,FileName,ManualCepat_SP15_trial06.txt,ManualCepat_SP15_trial06.txt,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,FinalMass_g,16.1,16.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,FinalError_g,1.1,1.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,FinalError_pct,7.33,7.33,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,AbsError_g,1.1,1.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,AbsError_pct,7.33,7.33,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,MaxOvershoot_g,1.1,1.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,MaxOvershoot_pct,7.33,7.33,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,6,Duration_s,1.25,1.25,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,6,TimeTo90_s,0.992,0.992,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,6,RiseTime_10_90_s,0.517,0.517,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,6,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,15.0,6,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,6,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,6,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,TrialNo,7,7,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,FileName,ManualCepat_SP15_trial07.txt,ManualCepat_SP15_trial07.txt,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,FinalMass_g,23.61,23.61,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,FinalError_g,8.61,8.61,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,FinalError_pct,57.4,57.4,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,AbsError_g,8.61,8.61,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,AbsError_pct,57.4,57.4,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,MaxOvershoot_g,8.61,8.61,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,MaxOvershoot_pct,57.4,57.4,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,7,Duration_s,9.0,9.0,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,7,TimeTo90_s,6.931,6.931,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,7,RiseTime_10_90_s,6.455,6.455,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,7,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,15.0,7,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,7,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,7,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,TrialNo,8,8,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,FileName,ManualCepat_SP15_trial08.txt,ManualCepat_SP15_trial08.txt,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,FinalMass_g,14.92,14.92,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,FinalError_g,-0.08,-0.08,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,FinalError_pct,-0.52,-0.52,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,AbsError_g,0.08,0.08,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,AbsError_pct,0.52,0.52,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,MaxOvershoot_g,0.36,0.36,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,MaxOvershoot_pct,2.4,2.4,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,Duration_s,3.06,3.06,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,8,TimeTo90_s,2.8,2.8,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,8,RiseTime_10_90_s,2.325,2.325,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,8,SettlingTime_s,2.8,2.8,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,8,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,8,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,8,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,TrialNo,9,9,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,FileName,ManualCepat_SP15_trial09.txt,ManualCepat_SP15_trial09.txt,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,FinalMass_g,18.01,18.01,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,FinalError_g,3.01,3.01,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,FinalError_pct,20.05,20.05,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,AbsError_g,3.01,3.01,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,AbsError_pct,20.05,20.05,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,MaxOvershoot_g,3.01,3.01,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,MaxOvershoot_pct,20.05,20.05,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,9,Duration_s,3.06,3.06,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,9,TimeTo90_s,2.8,2.8,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,9,RiseTime_10_90_s,2.324,2.324,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,9,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,15.0,9,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,9,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,9,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,Setpoint_g,15.0,15.0,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,TrialNo,10,10,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,FileName,ManualCepat_SP15_trial10.txt,ManualCepat_SP15_trial10.txt,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,FinalMass_g,21.43,21.43,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,FinalError_g,6.43,6.43,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,FinalError_pct,42.86,42.86,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,AbsError_g,6.43,6.43,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,AbsError_pct,42.86,42.86,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,MaxOvershoot_g,6.43,6.43,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,MaxOvershoot_pct,42.86,42.86,0.0,0.005,MATCH,Within tolerance
Manual Cepat,15.0,10,Duration_s,11.58,11.58,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,10,TimeTo90_s,11.321,11.321,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,10,RiseTime_10_90_s,10.846,10.846,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,10,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,15.0,10,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,15.0,10,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,15.0,10,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,TrialNo,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,FileName,ManualCepat_SP20_trial01.txt,ManualCepat_SP20_trial01.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,FinalMass_g,22.92,22.92,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,FinalError_g,2.92,2.92,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,FinalError_pct,14.6,14.6,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,AbsError_g,2.92,2.92,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,AbsError_pct,14.6,14.6,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,MaxOvershoot_g,2.92,2.92,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,MaxOvershoot_pct,14.6,14.6,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,1,Duration_s,11.06,11.06,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,1,TimeTo90_s,8.996,8.996,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,1,RiseTime_10_90_s,8.521,8.521,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,1,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,20.0,1,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,1,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,1,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,TrialNo,2,2,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,FileName,ManualCepat_SP20_trial02.txt,ManualCepat_SP20_trial02.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,FinalMass_g,23.1,23.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,FinalError_g,3.1,3.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,FinalError_pct,15.52,15.52,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,AbsError_g,3.1,3.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,AbsError_pct,15.52,15.52,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,MaxOvershoot_g,3.1,3.1,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,MaxOvershoot_pct,15.52,15.52,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,2,Duration_s,4.87,4.87,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,2,TimeTo90_s,3.316,3.316,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,2,RiseTime_10_90_s,2.841,2.841,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,2,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,20.0,2,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,2,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,2,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,TrialNo,3,3,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,FileName,ManualCepat_SP20_trial03.txt,ManualCepat_SP20_trial03.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,FinalMass_g,19.81,19.81,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,FinalError_g,-0.19,-0.19,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,FinalError_pct,-0.93,-0.93,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,AbsError_g,0.19,0.19,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,AbsError_pct,0.93,0.93,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,MaxOvershoot_g,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,MaxOvershoot_pct,0.0,0.0,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,Duration_s,11.58,11.58,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,3,TimeTo90_s,11.324,11.324,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,3,RiseTime_10_90_s,8.782,8.782,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,3,SettlingTime_s,11.324,11.324,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,3,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,3,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,3,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,TrialNo,4,4,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,FileName,ManualCepat_SP20_trial04.txt,ManualCepat_SP20_trial04.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,FinalMass_g,20.59,20.59,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,FinalError_g,0.59,0.59,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,FinalError_pct,2.96,2.96,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,AbsError_g,0.59,0.59,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,AbsError_pct,2.96,2.96,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,MaxOvershoot_g,0.59,0.59,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,MaxOvershoot_pct,2.96,2.96,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,Duration_s,17.78,17.78,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,4,TimeTo90_s,17.264,17.264,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,4,RiseTime_10_90_s,16.788,16.788,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,4,SettlingTime_s,17.522,17.522,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,4,BridgingCount,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,4,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,4,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,TrialNo,5,5,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,FileName,ManualCepat_SP20_trial05.txt,ManualCepat_SP20_trial05.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,FinalMass_g,22.21,22.21,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,FinalError_g,2.21,2.21,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,FinalError_pct,11.04,11.04,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,AbsError_g,2.21,2.21,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,AbsError_pct,11.04,11.04,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,MaxOvershoot_g,2.21,2.21,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,MaxOvershoot_pct,11.04,11.04,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,5,Duration_s,13.13,13.13,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,5,TimeTo90_s,11.065,11.065,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,5,RiseTime_10_90_s,10.589,10.589,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,5,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,20.0,5,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,5,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,5,WithinTolerance,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,TrialNo,6,6,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,FileName,ManualCepat_SP20_trial06.txt,ManualCepat_SP20_trial06.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,FinalMass_g,20.71,20.71,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,FinalError_g,0.71,0.71,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,FinalError_pct,3.56,3.56,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,AbsError_g,0.71,0.71,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,AbsError_pct,3.56,3.56,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,MaxOvershoot_g,0.71,0.71,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,MaxOvershoot_pct,3.56,3.56,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,Duration_s,5.38,5.38,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,6,TimeTo90_s,4.867,4.867,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,6,RiseTime_10_90_s,4.391,4.391,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,6,SettlingTime_s,5.125,5.125,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,6,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,6,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,6,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,TrialNo,7,7,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,FileName,ManualCepat_SP20_trial07.txt,ManualCepat_SP20_trial07.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,FinalMass_g,20.74,20.74,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,FinalError_g,0.74,0.74,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,FinalError_pct,3.69,3.69,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,AbsError_g,0.74,0.74,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,AbsError_pct,3.69,3.69,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,MaxOvershoot_g,0.74,0.74,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,MaxOvershoot_pct,3.69,3.69,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,Duration_s,4.87,4.87,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,7,TimeTo90_s,4.608,4.608,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,7,RiseTime_10_90_s,4.132,4.132,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,7,SettlingTime_s,4.608,4.608,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,7,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,Status,AKURAT,AKURAT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,Valid,True,True,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,StopReason,TARGET,TARGET,,EXACT,MATCH,Exact match
Manual Cepat,20.0,7,EarlyStop_g,0.4,0.4,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,7,WithinTolerance,1,1,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,Scenario,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,Controller,Manual Cepat,Manual Cepat,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,Setpoint_g,20.0,20.0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,TrialNo,8,8,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,FileName,ManualCepat_SP20_trial08.txt,ManualCepat_SP20_trial08.txt,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,FinalMass_g,23.26,23.26,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,FinalError_g,3.26,3.26,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,FinalError_pct,16.29,16.29,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,AbsError_g,3.26,3.26,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,AbsError_pct,16.29,16.29,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,MaxOvershoot_g,3.26,3.26,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,MaxOvershoot_pct,16.29,16.29,0.0,0.005,MATCH,Within tolerance
Manual Cepat,20.0,8,Duration_s,11.32,11.32,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,8,TimeTo90_s,10.808,10.808,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,8,RiseTime_10_90_s,10.332,10.332,0.0,0.001,MATCH,Within tolerance
Manual Cepat,20.0,8,SettlingTime_s,,,0.0,0.005,MATCH,Both NaN
Manual Cepat,20.0,8,BridgingCount,0,0,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,Status,OVERSHOOT,OVERSHOOT,,EXACT,MATCH,Exact match
Manual Cepat,20.0,8,Valid,True,True,,EXACT,MATCH,Exact match
