======== PARAMETER AKTIF ========
[SKENARIO 2 - OPEN LOOP PRESISI]
Setpoint   : 30.0g
Sudut      : 20deg (tetap, open loop presisi)
EARLY_STOP : SP - 0.40g
STOP saat  : 29.60g
TIMEOUT    : 120s (diperpanjang)
Mode       : Tidak ada kontrol — servo minimum dari awal
=================================
RESET. Servo tutup. Tare selesai. Siap.
=== TRIAL START ===
Controller: Manual Presisi
TrialNo: 1
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
Servo_deg: 20
DataFormat: DATA,ms,mass_g,error_g,error_pct,mode,servo_deg,zone
DATA,59368,20.12,9.88,32.9%,OPEN_SLOW,20,Z2
DATA,59626,20.07,9.93,33.1%,OPEN_SLOW,20,Z2
DATA,59884,20.05,9.95,33.2%,OPEN_SLOW,20,Z2
DATA,60143,21.93,8.07,26.9%,OPEN_SLOW,20,Z2
DATA,60401,24.52,5.48,18.3%,OPEN_SLOW,20,Z2
DATA,60659,24.34,5.66,18.9%,OPEN_SLOW,20,Z2
DATA,60917,24.34,5.66,18.9%,OPEN_SLOW,20,Z2
DATA,61176,24.47,5.53,18.4%,OPEN_SLOW,20,Z2
DATA,61434,24.50,5.50,18.3%,OPEN_SLOW,20,Z2
DATA,61692,24.54,5.46,18.2%,OPEN_SLOW,20,Z2
DATA,61951,24.44,5.56,18.5%,OPEN_SLOW,20,Z2
DATA,62209,24.42,5.58,18.6%,OPEN_SLOW,20,Z2
DATA,62467,24.66,5.34,17.8%,OPEN_SLOW,20,Z2
DATA,62725,24.72,5.28,17.6%,OPEN_SLOW,20,Z2
DATA,62984,24.71,5.29,17.6%,OPEN_SLOW,20,Z2
DATA,63242,24.74,5.26,17.5%,OPEN_SLOW,20,Z2
DATA,63500,24.68,5.32,17.7%,OPEN_SLOW,20,Z2
DATA,63759,24.69,5.31,17.7%,OPEN_SLOW,20,Z2
DATA,64017,24.71,5.29,17.6%,OPEN_SLOW,20,Z2
DATA,64275,24.61,5.39,18.0%,OPEN_SLOW,20,Z2
DATA,64534,24.68,5.32,17.7%,OPEN_SLOW,20,Z2
                                                                _SLOW,20,Z2
BRIDGING #10 @24.61g hammer
DATA,65050,24.61,5.39,18.0%,OPEN_SLOW,20,Z2
DATA,65309,24.63,5.37,17.9%,OPEN_SLOW,20,Z2
DATA,65567,24.64,5.36,17.9%,OPEN_SLOW,20,Z2
DATA,65825,24.67,5.33,17.8%,OPEN_SLOW,20,Z2
DATA,66083,24.88,5.12,17.1%,OPEN_SLOW,20,Z2
DATA,66342,25.74,4.26,14.2%,OPEN_SLOW,20,Z3
DATA,66600,25.66,4.34,14.5%,OPEN_SLOW,20,Z3
DATA,66858,25.65,4.35,14.5%,OPEN_SLOW,20,Z3
DATA,67117,25.65,4.35,14.5%,OPEN_SLOW,20,Z3
DATA,67375,25.62,4.38,14.6%,OPEN_SLOW,20,Z3
DATA,67633,25.68,4.32,14.4%,OPEN_SLOW,20,Z3
DATA,67891,25.78,4.22,14.1%,OPEN_SLOW,20,Z3
DATA,68150,25.78,4.22,14.1%,OPEN_SLOW,20,Z3
DATA,68408,25.82,4.18,13.9%,OPEN_SLOW,20,Z3
DATA,68666,25.80,4.20,14.0%,OPEN_SLOW,20,Z3
DATA,68925,25.88,4.12,13.7%,OPEN_SLOW,20,Z3
DATA,69183,25.90,4.10,13.7%,OPEN_SLOW,20,Z3
DATA,69441,25.90,4.10,13.7%,OPEN_SLOW,20,Z3
DATA,69700,25.91,4.09,13.6%,OPEN_SLOW,20,Z3
DATA,69958,25.92,4.08,13.6%,OPEN_SLOW,20,Z3
DATA,70216,25.86,4.14,13.8%,OPEN_SLOW,20,Z3
DATA,70475,25.75,4.25,14.2%,OPEN_SLOW,20,Z3
DATA,70733,25.88,4.12,13.7%,OPEN_SLOW,20,Z3
DATA,70991,25.92,4.08,13.6%,OPEN_SLOW,20,Z3
BRIDGING #11 @25.95g hammer
DATA,71250,25.95,4.05,13.5%,OPEN_SLOW,20,Z3
DATA,71508,25.92,4.08,13.6%,OPEN_SLOW,20,Z3
DATA,71766,26.13,3.87,12.9%,OPEN_SLOW,20,Z3
DATA,72024,26.14,3.86,12.9%,OPEN_SLOW,20,Z3
DATA,72283,27.79,2.21,7.4%,OPEN_SLOW,20,Z3
=== SUMMARY TRIAL ===
Controller: Manual Presisi
TrialNo: 1
Setpoint_g: 30.00
EarlyStop_g: 0.40
StopTarget_g: 29.60
FinalMass_g: 31.11
FinalError_g: 1.11
FinalError_pct: 3.69
Duration_ms: 72799
Duration_s: 72.80
TimeTo90_ms: 72283
RiseTime_10_90_ms: 63283
SettlingTime_ms: 72541
MaxMass_g: 31.11
MaxOvershoot_g: 1.11
MaxOvershoot_pct: 3.69
BridgingCount: 11
Status: AKURAT
Valid: TRUE
StopReason: TARGET
=== TRIAL END ===
r=reset | g=ulangi | c=parameter
